date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number,winner_name,winner_rank,winner_elo,loser_name,loser_rank,loser_elo
2025-07-27,Final,MD,Fajar ALF.. / Muhamma.. Rank 86 Elo 2070 (+40),21-15 / 21-14,Aaron CH.. / SOH Wo.. (2) Rank 2 Elo 2240 (-40),35,https://badmintonranks.com/tournament?id=14501,1,Fajar ALF.. / Muhamma..,86.0,2070,Aaron CH.. / SOH Wo.. (2),2.0,2240
2025-07-27,Final,WS,WANG Zhi Yi (2) Rank 2 Elo 2541 (+16),21-8 / 21-13,HAN Yue (4) Rank 3 Elo 2378 (-15),39,https://badmintonranks.com/tournament?id=14501,1,WANG Zhi Yi (2),2.0,2541,HAN Yue (4),3.0,2378
2025-07-27,Final,MS,SHI Yu Qi (3) Rank 2 Elo 2536 (+6),14-21 / 21-14 / 21-15,WANG Zheng Xing Rank 23 Elo 2173 (-6),64,https://badmintonranks.com/tournament?id=14501,1,SHI Yu Qi (3),2.0,2536,WANG Zheng Xing,23.0,2173
2025-07-27,Final,WD,LIU Shen.. / TAN Ning (1) Rank 1 Elo 2439 (+15),24-22 / 17-21 / 21-14,JIA Yi Fan / ZHANG S.. Rank 7 Elo 2266 (-15),69,https://badmintonranks.com/tournament?id=14501,1,LIU Shen.. / TAN Ning (1),1.0,2439,JIA Yi Fan / ZHANG S..,7.0,2266
2025-07-27,Final,XD,FENG Ya.. / HUANG .. (1) Rank 1 Elo 2410 (+23),23-21 / 21-17,JIANG Zh.. / WEI Ya X.. (2) Rank 2 Elo 2347 (-22),47,https://badmintonranks.com/tournament?id=14501,1,FENG Ya.. / HUANG .. (1),1.0,2410,JIANG Zh.. / WEI Ya X.. (2),2.0,2347
2025-07-26,Semi final,MD,Aaron CH.. / SOH Wo.. (2) Rank 2 Elo 2216 (+24),21-13 / 21-17,Satwiksai.. / Chirag SH.. Rank 12 Elo 2173 (-24),42,https://badmintonranks.com/tournament?id=14501,1,Aaron CH.. / SOH Wo.. (2),2.0,2216,Satwiksai.. / Chirag SH..,12.0,2173
2025-07-26,Semi final,WS,HAN Yue (4) Rank 3 Elo 2358 (+20),21-19 / 11-6 Ret.,AN Se Young (1) Rank 1 Elo 2786 (-20),33,https://badmintonranks.com/tournament?id=14501,1,HAN Yue (4),3.0,2358,AN Se Young (1),1.0,2786
2025-07-26,Semi final,MD,Fajar ALF.. / Muhamma.. Rank 86 Elo 2033 (+37),21-19 / 21-17,LIANG W.. / WANG C.. (5) Rank 6 Elo 2147 (-35),37,https://badmintonranks.com/tournament?id=14501,1,Fajar ALF.. / Muhamma..,86.0,2033,LIANG W.. / WANG C.. (5),6.0,2147
2025-07-26,Semi final,WS,WANG Zhi Yi (2) Rank 2 Elo 2522 (+19),22-20 / 21-11,Akane YAMAGUCHI (3) Rank 4 Elo 2419 (-19),47,https://badmintonranks.com/tournament?id=14501,1,WANG Zhi Yi (2),2.0,2522,Akane YAMAGUCHI (3),4.0,2419
2025-07-26,Semi final,MS,WANG Zheng Xing Rank 23 Elo 2129 (+44),21-18 / 21-15,Anders ANTONSEN (2) Rank 3 Elo 2381 (-43),48,https://badmintonranks.com/tournament?id=14501,1,WANG Zheng Xing,23.0,2129,Anders ANTONSEN (2),3.0,2381
