date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number,winner_name,winner_rank,winner_elo,loser_name,loser_rank,loser_elo
2024-09-22,Final,MD,GOH Sze.. / Nur IZZU.. (7) Rank 12 Elo 2170 (+32),13-21 / 21-12 / 21-17,HE Ji Ting / REN Xian.. (5) Rank 7 Elo 2221 (-32),58.0,https://badmintonranks.com/tournament?id=14262,1,GOH Sze.. / Nur IZZU.. (7),12.0,2170,HE Ji Ting / REN Xian.. (5),7.0,2221
2024-09-22,Final,MS,WENG Hong Yang Rank 25 Elo 2250 (+32),21-17 / 21-12,Kodai NARAOKA (6) Rank 6 Elo 2309 (-32),54.0,https://badmintonranks.com/tournament?id=14262,1,WENG Hong Yang,25.0,2250,Kodai NARAOKA (6),6.0,2309
2024-09-22,Final,WS,WANG Zhi Yi (3) Rank 5 Elo 2476 (+6),21-17 / 21-15,Tomoka MIYAZAKI Rank 21 Elo 2120 (-6),52.0,https://badmintonranks.com/tournament?id=14262,1,WANG Zhi Yi (3),5.0,2476,Tomoka MIYAZAKI,21.0,2120
2024-09-22,Final,XD,FENG Ya.. / HUANG .. (2) Rank 3 Elo 2313 (+14),16-21 / 21-14 / 21-17,GOH Soo.. / LAI Shevo.. Rank 12 Elo 2125 (-14),72.0,https://badmintonranks.com/tournament?id=14262,1,FENG Ya.. / HUANG .. (2),3.0,2313,GOH Soo.. / LAI Shevo..,12.0,2125
2024-09-22,Final,WD,LI Yi jing / LUO Xu m.. Rank 18 Elo 2082 (+27),11-21 / 21-18 / 21-8,LI Wen M.. / ZHANG S.. Rank 80 Elo 2066 (-27),71.0,https://badmintonranks.com/tournament?id=14262,1,LI Yi jing / LUO Xu m..,18.0,2082,LI Wen M.. / ZHANG S..,80.0,2066
2024-09-21,Semi final,MS,Kodai NARAOKA (6) Rank 6 Elo 2272 (+37),21-17 / 21-13,Kunlavut VITIDSARN (8) Rank 7 Elo 2416 (-37),54.0,https://badmintonranks.com/tournament?id=14262,1,Kodai NARAOKA (6),6.0,2272,Kunlavut VITIDSARN (8),7.0,2416
2024-09-21,Semi final,MD,HE Ji Ting / REN Xian.. (5) Rank 7 Elo 2210 (+11),21-18 / 21-11,ONG Yew.. / TEO Ee Yi Rank 23 Elo 1972 (-12),43.0,https://badmintonranks.com/tournament?id=14262,1,HE Ji Ting / REN Xian.. (5),7.0,2210,ONG Yew.. / TEO Ee Yi,23.0,1972
2024-09-21,Semi final,MS,WENG Hong Yang Rank 25 Elo 2212 (+38),21-17 / 21-18,Jonatan CHRISTIE (7) Rank 8 Elo 2365 (-38),59.0,https://badmintonranks.com/tournament?id=14262,1,WENG Hong Yang,25.0,2212,Jonatan CHRISTIE (7),8.0,2365
2024-09-21,Semi final,MD,GOH Sze.. / Nur IZZU.. (7) Rank 12 Elo 2148 (+22),21-14 / 24-22,Muhamm.. / Daniel MA.. Rank 88 Elo 2082 (-22),43.0,https://badmintonranks.com/tournament?id=14262,1,GOH Sze.. / Nur IZZU.. (7),12.0,2148,Muhamm.. / Daniel MA..,88.0,2082
2024-09-21,Semi final,WD,LI Wen M.. / ZHANG S.. Rank 80 Elo 2038 (+28),21-17 / 22-20,JIA Yi Fan / ZHENG .. (5) Rank Elo 2036 (-28),57.0,https://badmintonranks.com/tournament?id=14262,1,LI Wen M.. / ZHANG S..,80.0,2038,JIA Yi Fan / ZHENG .. (5),,2036
2024-09-21,Semi final,WD,LI Yi jing / LUO Xu m.. Rank 18 Elo 2046 (+36),21-12 / 21-14,JEONG .. / KIM Hye .. (8) Rank 11 Elo 2152 (-35),47.0,https://badmintonranks.com/tournament?id=14262,1,LI Yi jing / LUO Xu m..,18.0,2046,JEONG .. / KIM Hye .. (8),11.0,2152
2024-09-21,Semi final,WS,WANG Zhi Yi (3) Rank 5 Elo 2460 (+16),21-15 / 21-18,Aya OHORI (7) Rank 9 Elo 2306 (-15),51.0,https://badmintonranks.com/tournament?id=14262,1,WANG Zhi Yi (3),5.0,2460,Aya OHORI (7),9.0,2306
2024-09-21,Semi final,XD,FENG Ya.. / HUANG .. (2) Rank 3 Elo 2305 (+8),21-16 / 21-15,Dejan FE.. / Gloria Em.. Rank 16 Elo 2009 (-8),59.0,https://badmintonranks.com/tournament?id=14262,1,FENG Ya.. / HUANG .. (2),3.0,2305,Dejan FE.. / Gloria Em..,16.0,2009
2024-09-21,Semi final,WS,Tomoka MIYAZAKI Rank 21 Elo 2070 (+50),22-20 / 21-15,Akane YAMAGUCHI (4) Rank 8 Elo 2462 (-49),55.0,https://badmintonranks.com/tournament?id=14262,1,Tomoka MIYAZAKI,21.0,2070,Akane YAMAGUCHI (4),8.0,2462
2024-09-21,Semi final,XD,GOH Soo.. / LAI Shevo.. Rank 12 Elo 2097 (+28),21-18 / 21-18,CHENG .. / ZHANG C.. Rank 22 Elo 2103 (-27),51.0,https://badmintonranks.com/tournament?id=14262,1,GOH Soo.. / LAI Shevo..,12.0,2097,CHENG .. / ZHANG C..,22.0,2103
2024-09-20,Quarter final,MS,Kunlavut VITIDSARN (8) Rank 7 Elo 2400 (+16),10-21 / 21-11 / 21-19,Anthony Sinisuka GINTI.. Rank 10 Elo 2260 (-17),60.0,https://badmintonranks.com/tournament?id=14262,1,Kunlavut VITIDSARN (8),7.0,2400,Anthony Sinisuka GINTI..,10.0,2260
2024-09-20,Quarter final,MD,HE Ji Ting / REN Xian.. (5) Rank 7 Elo 2184 (+26),21-12 / 11-21 / 21-19,Kim AST.. / Anders S.. (2) Rank 2 Elo 2172 (-26),65.0,https://badmintonranks.com/tournament?id=14262,1,HE Ji Ting / REN Xian.. (5),7.0,2184,Kim AST.. / Anders S.. (2),2.0,2172
2024-09-20,Quarter final,MS,Kodai NARAOKA (6) Rank 6 Elo 2249 (+23),21-18 / 14-21 / 21-12,Koki WATANABE Rank 15 Elo 2194 (-22),78.0,https://badmintonranks.com/tournament?id=14262,1,Kodai NARAOKA (6),6.0,2249,Koki WATANABE,15.0,2194
2024-09-20,Quarter final,WD,JIA Yi Fan / ZHENG .. (5) Rank Elo 2007 (+29),21-11 / 21-14,LEE Yu Li.. / SHIN Seu.. Rank 20 Elo 2024 (-29),41.0,https://badmintonranks.com/tournament?id=14262,1,JIA Yi Fan / ZHENG .. (5),,2007,LEE Yu Li.. / SHIN Seu..,20.0,2024
2024-09-20,Quarter final,MS,WENG Hong Yang Rank 25 Elo 2176 (+36),19-21 / 21-19 / 23-21,Anders ANTONSEN (5) Rank 5 Elo 2310 (-36),91.0,https://badmintonranks.com/tournament?id=14262,1,WENG Hong Yang,25.0,2176,Anders ANTONSEN (5),5.0,2310
2024-09-20,Quarter final,WD,LI Yi jing / LUO Xu m.. Rank 18 Elo 1996 (+50),14-21 / 21-15 / 21-18,LIU Shen.. / TAN Ning (2) Rank 3 Elo 2367 (-47),61.0,https://badmintonranks.com/tournament?id=14262,2,LI Yi jing / LUO Xu m..,18.0,1996,LIU Shen.. / TAN Ning (2),3.0,2367
2024-09-20,Quarter final,WD,LI Wen M.. / ZHANG S.. Rank 80 Elo 1990 (+48),21-18 / 21-18,BAEK Ha.. / LEE So H.. (1) Rank 2 Elo 2297 (-45),49.0,https://badmintonranks.com/tournament?id=14262,2,LI Wen M.. / ZHANG S..,80.0,1990,BAEK Ha.. / LEE So H.. (1),2.0,2297
2024-09-20,Quarter final,MD,ONG Yew.. / TEO Ee Yi Rank 23 Elo 1928 (+44),14-21 / 21-17 / 21-14,Fajar ALF.. / Muhamm.. (4) Rank 6 Elo 2129 (-41),58.0,https://badmintonranks.com/tournament?id=14262,2,ONG Yew.. / TEO Ee Yi,23.0,1928,Fajar ALF.. / Muhamm.. (4),6.0,2129
2024-09-20,Quarter final,WS,WANG Zhi Yi (3) Rank 5 Elo 2453 (+7),13-21 / 21-11 / 21-14,GAO Fang jie Rank 34 Elo 2135 (-7),69.0,https://badmintonranks.com/tournament?id=14262,2,WANG Zhi Yi (3),5.0,2453,GAO Fang jie,34.0,2135
2024-09-20,Quarter final,WD,JEONG .. / KIM Hye .. (8) Rank 11 Elo 2143 (+9),21-18 / 21-19,TENG Ch.. / YANG Ch.. Rank 110 Elo 1852 (-9),44.0,https://badmintonranks.com/tournament?id=14262,2,JEONG .. / KIM Hye .. (8),11.0,2143,TENG Ch.. / YANG Ch..,110.0,1852
2024-09-20,Quarter final,MS,Jonatan CHRISTIE (7) Rank 8 Elo 2351 (+14),21-18 / 21-12,LEI Lan Xi Rank 28 Elo 2183 (-15),47.0,https://badmintonranks.com/tournament?id=14262,2,Jonatan CHRISTIE (7),8.0,2351,LEI Lan Xi,28.0,2183
2024-09-20,Quarter final,WS,Aya OHORI (7) Rank 9 Elo 2280 (+26),21-15 / 21-16,Pornpawee CHOCHUW.. Rank 16 Elo 2284 (-26),43.0,https://badmintonranks.com/tournament?id=14262,2,Aya OHORI (7),9.0,2280,Pornpawee CHOCHUW..,16.0,2284
2024-09-20,Quarter final,WS,Akane YAMAGUCHI (4) Rank 8 Elo 2460 (+2),21-10 / 21-16,Malvika BANSOD Rank 43 Elo 1876 (-2),35.0,https://badmintonranks.com/tournament?id=14262,2,Akane YAMAGUCHI (4),8.0,2460,Malvika BANSOD,43.0,1876
