date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number,winner_name,winner_rank,winner_elo,loser_name,loser_rank,loser_elo
2024-01-14,Final,MD,LIANG W.. / WANG C.. (1) Rank 1 Elo 2265 (+29),9-21 / 21-18 / 21-17,Satwiksai.. / Chirag S.. (2) Rank 2 Elo 2278 (-29),58,https://badmintonranks.com/tournament?id=10911,1,LIANG W.. / WANG C.. (1),1,2265,Satwiksai.. / Chirag S.. (2),2.0,2278
2024-01-14,Final,MS,Anders ANTONSEN Rank 9 Elo 2369 (+32),21-14 / 21-13,SHI Yu Qi (7) Rank 6 Elo 2425 (-32),55,https://badmintonranks.com/tournament?id=10911,1,Anders ANTONSEN,9,2369,SHI Yu Qi (7),6.0,2425
2024-01-14,Final,WD,LIU Shen.. / TAN Ning (8) Rank 8 Elo 2283 (+20),21-18 / 21-18,ZHANG .. / ZHENG .. (5) Rank 7 Elo 2193 (-21),52,https://badmintonranks.com/tournament?id=10911,1,LIU Shen.. / TAN Ning (8),8,2283,ZHANG .. / ZHENG .. (5),7.0,2193
2024-01-14,Final,WS,AN Se Young (1) Rank 1 Elo 2668 (+19),10-21 / 21-10 / 21-18,TAI Tzu Ying (4) Rank 4 Elo 2561 (-19),58,https://badmintonranks.com/tournament?id=10911,1,AN Se Young (1),1,2668,TAI Tzu Ying (4),4.0,2561
2024-01-14,Final,XD,Yuta WAT.. / Arisa IGA.. (2) Rank 2 Elo 2236 (+23),21-18 / 21-15,KIM Won .. / JEONG .. (7) Rank 7 Elo 2176 (-23),37,https://badmintonranks.com/tournament?id=10911,1,Yuta WAT.. / Arisa IGA.. (2),2,2236,KIM Won .. / JEONG .. (7),7.0,2176
2024-01-13,Semi final,MD,LIANG W.. / WANG C.. (1) Rank 1 Elo 2247 (+18),21-12 / 19-21 / 21-13,Takuro H.. / Yugo KO.. (7) Rank 7 Elo 2136 (-19),50,https://badmintonranks.com/tournament?id=10911,1,LIANG W.. / WANG C.. (1),1,2247,Takuro H.. / Yugo KO.. (7),7.0,2136
2024-01-13,Semi final,MS,SHI Yu Qi (7) Rank 6 Elo 2383 (+42),21-12 / 19-21 / 21-17,Viktor AXELSEN (1) Rank 1 Elo 2590 (-41),70,https://badmintonranks.com/tournament?id=10911,1,SHI Yu Qi (7),6,2383,Viktor AXELSEN (1),1.0,2590
2024-01-13,Semi final,MD,Satwiksai.. / Chirag S.. (2) Rank 2 Elo 2251 (+27),21-18 / 22-20,KANG Mi.. / SEO Seu.. (6) Rank 3 Elo 2248 (-27),47,https://badmintonranks.com/tournament?id=10911,1,Satwiksai.. / Chirag S.. (2),2,2251,KANG Mi.. / SEO Seu.. (6),3.0,2248
2024-01-13,Semi final,MS,Anders ANTONSEN Rank 9 Elo 2356 (+13),21-16 / 21-7,LIN Chun-Yi Rank 21 Elo 2164 (-13),41,https://badmintonranks.com/tournament?id=10911,1,Anders ANTONSEN,9,2356,LIN Chun-Yi,21.0,2164
2024-01-13,Semi final,WD,LIU Shen.. / TAN Ning (8) Rank 8 Elo 2268 (+15),21-11 / 21-16,Rin IWAN.. / Kie NAKA.. Rank 15 Elo 2091 (-14),47,https://badmintonranks.com/tournament?id=10911,1,LIU Shen.. / TAN Ning (8),8,2268,Rin IWAN.. / Kie NAKA..,15.0,2091
2024-01-13,Semi final,WS,AN Se Young (1) Rank 1 Elo 2663 (+5),21-17 / 21-11,ZHANG Yi Man Rank 17 Elo 2239 (-4),36,https://badmintonranks.com/tournament?id=10911,1,AN Se Young (1),1,2663,ZHANG Yi Man,17.0,2239
2024-01-13,Semi final,WD,ZHANG .. / ZHENG .. (5) Rank 7 Elo 2151 (+42),21-17 / 21-17,BAEK Ha.. / LEE So H.. (2) Rank 2 Elo 2361 (-41),45,https://badmintonranks.com/tournament?id=10911,1,ZHANG .. / ZHENG .. (5),7,2151,BAEK Ha.. / LEE So H.. (2),2.0,2361
2024-01-13,Semi final,XD,Yuta WAT.. / Arisa IGA.. (2) Rank 2 Elo 2206 (+30),21-15 / 12-21 / 21-15,JIANG Zh.. / WEI Ya X.. (5) Rank 5 Elo 2253 (-31),50,https://badmintonranks.com/tournament?id=10911,1,Yuta WAT.. / Arisa IGA.. (2),2,2206,JIANG Zh.. / WEI Ya X.. (5),5.0,2253
2024-01-13,Semi final,WS,TAI Tzu Ying (4) Rank 4 Elo 2529 (+32),17-21 / 21-15 / 21-18,CHEN Yu Fei (2) Rank 2 Elo 2599 (-32),72,https://badmintonranks.com/tournament?id=10911,1,TAI Tzu Ying (4),4,2529,CHEN Yu Fei (2),2.0,2599
2024-01-13,Semi final,XD,KIM Won .. / JEONG .. (7) Rank 7 Elo 2159 (+17),21-16 / 21-16,HEE Yon.. / TAN Wei .. Rank 22 Elo 2016 (-18),41,https://badmintonranks.com/tournament?id=10911,1,KIM Won .. / JEONG .. (7),7,2159,HEE Yon.. / TAN Wei ..,22.0,2016
2024-01-12,Quarter final,MD,KANG Mi.. / SEO Seu.. (6) Rank 3 Elo 2227 (+21),16-21 / 21-18 / 21-13,Aaron CH.. / SOH Wo.. (3) Rank 4 Elo 2156 (-21),64,https://badmintonranks.com/tournament?id=10911,1,KANG Mi.. / SEO Seu.. (6),3,2227,Aaron CH.. / SOH Wo.. (3),4.0,2156
2024-01-12,Quarter final,MS,SHI Yu Qi (7) Rank 6 Elo 2367 (+16),8-21 / 21-11 / 21-10,LU Guang Zu Rank 19 Elo 2230 (-16),61,https://badmintonranks.com/tournament?id=10911,1,SHI Yu Qi (7),6,2367,LU Guang Zu,19.0,2230
2024-01-12,Quarter final,MS,Viktor AXELSEN (1) Rank 1 Elo 2588 (+2),16-21 / 21-18 / 21-9,NG Ka Long Angus Rank 20 Elo 2084 (-3),61,https://badmintonranks.com/tournament?id=10911,1,Viktor AXELSEN (1),1,2588,NG Ka Long Angus,20.0,2084
2024-01-12,Quarter final,WD,LIU Shen.. / TAN Ning (8) Rank 8 Elo 2227 (+41),21-12 / 17-21 / 21-10,CHEN Qi.. / JIA Yi Fan (1) Rank 1 Elo 2445 (-41),68,https://badmintonranks.com/tournament?id=10911,1,LIU Shen.. / TAN Ning (8),8,2227,CHEN Qi.. / JIA Yi Fan (1),1.0,2445
2024-01-12,Quarter final,MD,Takuro H.. / Yugo KO.. (7) Rank 7 Elo 2117 (+19),21-15 / 21-9,ONG Yew.. / TEO Ee Yi Rank 12 Elo 2012 (-19),34,https://badmintonranks.com/tournament?id=10911,1,Takuro H.. / Yugo KO.. (7),7,2117,ONG Yew.. / TEO Ee Yi,12.0,2012
2024-01-12,Quarter final,MD,Satwiksai.. / Chirag S.. (2) Rank 2 Elo 2231 (+20),21-11 / 21-8,HE Ji Ting / REN Xian.. Rank 32 Elo 2154 (-21),35,https://badmintonranks.com/tournament?id=10911,2,Satwiksai.. / Chirag S.. (2),2,2231,HE Ji Ting / REN Xian..,32.0,2154
2024-01-12,Quarter final,WD,Rin IWAN.. / Kie NAKA.. Rank 15 Elo 2076 (+15),21-15 / 21-13,Tanisha .. / Ashwini P.. Rank 24 Elo 1905 (-16),39,https://badmintonranks.com/tournament?id=10911,2,Rin IWAN.. / Kie NAKA..,15,2076,Tanisha .. / Ashwini P..,24.0,1905
2024-01-12,Quarter final,MD,LIANG W.. / WANG C.. (1) Rank 1 Elo 2231 (+16),16-21 / 21-17 / 21-18,Fajar ALF.. / Muhamm.. (5) Rank 6 Elo 2080 (-16),54,https://badmintonranks.com/tournament?id=10911,2,LIANG W.. / WANG C.. (1),1,2231,Fajar ALF.. / Muhamm.. (5),6.0,2080
2024-01-12,Quarter final,MS,Anders ANTONSEN Rank 9 Elo 2332 (+24),16-21 / 21-12 / 21-7,Kodai NARAOKA (2) Rank 2 Elo 2301 (-24),77,https://badmintonranks.com/tournament?id=10911,2,Anders ANTONSEN,9,2332,Kodai NARAOKA (2),2.0,2301
2024-01-12,Quarter final,WS,ZHANG Yi Man Rank 17 Elo 2193 (+46),12-21 / 21-17 / 21-17,Akane YAMAGUCHI (3) Rank 3 Elo 2533 (-46),55,https://badmintonranks.com/tournament?id=10911,2,ZHANG Yi Man,17,2193,Akane YAMAGUCHI (3),3.0,2533
2024-01-12,Quarter final,WD,BAEK Ha.. / LEE So H.. (2) Rank 2 Elo 2356 (+5),21-13 / 21-14,LI Wen M.. / LIU Xuan .. Rank 16 Elo 1980 (-6),40,https://badmintonranks.com/tournament?id=10911,2,BAEK Ha.. / LEE So H.. (2),2,2356,LI Wen M.. / LIU Xuan ..,16.0,1980
2024-01-12,Quarter final,WD,ZHANG .. / ZHENG .. (5) Rank 7 Elo 2127 (+24),21-17 / 21-15,Rena MI.. / Ayako SA.. Rank 14 Elo 2097 (-24),42,https://badmintonranks.com/tournament?id=10911,2,ZHANG .. / ZHENG .. (5),7,2127,Rena MI.. / Ayako SA..,14.0,2097
2024-01-12,Quarter final,MS,LIN Chun-Yi Rank 21 Elo 2120 (+44),21-12 / 21-18,LI Shi Feng (3) Rank 3 Elo 2387 (-44),49,https://badmintonranks.com/tournament?id=10911,2,LIN Chun-Yi,21,2120,LI Shi Feng (3),3.0,2387
2024-01-12,Quarter final,WS,AN Se Young (1) Rank 1 Elo 2661 (+2),16-21 / 21-12 / 21-19,YEO Jia Min Rank 22 Elo 2112 (-2),62,https://badmintonranks.com/tournament?id=10911,2,AN Se Young (1),1,2661,YEO Jia Min,22.0,2112
2024-01-12,Quarter final,XD,Yuta WAT.. / Arisa IGA.. (2) Rank 2 Elo 2192 (+14),21-14 / 21-8,Hiroki MI.. / Natsu SAI.. Rank 13 Elo 2012 (-14),32,https://badmintonranks.com/tournament?id=10911,2,Yuta WAT.. / Arisa IGA.. (2),2,2192,Hiroki MI.. / Natsu SAI..,13.0,2012
2024-01-12,Quarter final,XD,JIANG Zh.. / WEI Ya X.. (5) Rank 5 Elo 2218 (+35),21-19 / 21-14,SEO Seu.. / CHAE Yu.. (3) Rank 4 Elo 2331 (-35),37,https://badmintonranks.com/tournament?id=10911,2,JIANG Zh.. / WEI Ya X.. (5),5,2218,SEO Seu.. / CHAE Yu.. (3),4.0,2331
2024-01-12,Quarter final,WS,TAI Tzu Ying (4) Rank 4 Elo 2511 (+18),21-16 / 21-15,HE Bing Jiao (6) Rank 6 Elo 2398 (-18),37,https://badmintonranks.com/tournament?id=10911,2,TAI Tzu Ying (4),4,2511,HE Bing Jiao (6),6.0,2398
2024-01-12,Quarter final,XD,KIM Won .. / JEONG .. (7) Rank 7 Elo 2110 (+49),21-11 / 18-21 / 21-17,ZHENG .. / HUANG .. (1) Rank 1 Elo 2542 (-48),58,https://badmintonranks.com/tournament?id=10911,2,KIM Won .. / JEONG .. (7),7,2110,ZHENG .. / HUANG .. (1),1.0,2542
2024-01-12,Quarter final,XD,HEE Yon.. / TAN Wei .. Rank 22 Elo 1973 (+43),21-16 / 21-19,Dechapol.. / Sapsiree .. (6) Rank 6 Elo 2170 (-40),48,https://badmintonranks.com/tournament?id=10911,2,HEE Yon.. / TAN Wei ..,22,1973,Dechapol.. / Sapsiree .. (6),6.0,2170
2024-01-12,Quarter final,WS,CHEN Yu Fei (2) Rank 2 Elo 2591 (+8),21-13 / 21-17,Gregoria Mariska TUN.. (7) Rank 7 Elo 2302 (-8),40,https://badmintonranks.com/tournament?id=10911,2,CHEN Yu Fei (2),2,2591,Gregoria Mariska TUN.. (7),7.0,2302
2024-01-11,Round 2,WD,Rena MI.. / Ayako SA.. Rank 14 Elo 2057 (+40),21-11 / 13-21 / 21-18,Nami MA.. / Chiharu .. (4) Rank 4 Elo 2280 (-40),63,https://badmintonranks.com/tournament?id=10911,2,Rena MI.. / Ayako SA..,14,2057,Nami MA.. / Chiharu .. (4),4.0,2280
2024-01-11,Round 2,MD,Fajar ALF.. / Muhamm.. (5) Rank 6 Elo 2065 (+15),21-13 / 21-12,LEE Fan.. / LEE Fang-.. Rank 25 Elo 1908 (-16),38,https://badmintonranks.com/tournament?id=10911,2,Fajar ALF.. / Muhamm.. (5),6,2065,LEE Fan.. / LEE Fang-..,25.0,1908
2024-01-11,Round 2,MD,LIANG W.. / WANG C.. (1) Rank 1 Elo 2225 (+6),21-14 / 21-14,Keiichiro .. / Yoshinori .. Rank 28 Elo 1885 (-7),32,https://badmintonranks.com/tournament?id=10911,2,LIANG W.. / WANG C.. (1),1,2225,Keiichiro .. / Yoshinori ..,28.0,1885
2024-01-11,Round 2,MS,LI Shi Feng (3) Rank 3 Elo 2370 (+17),13-21 / 21-16 / 21-18,WENG Hong Yang Rank 18 Elo 2247 (-17),82,https://badmintonranks.com/tournament?id=10911,2,LI Shi Feng (3),3,2370,WENG Hong Yang,18.0,2247
2024-01-11,Round 2,WD,BAEK Ha.. / LEE So H.. (2) Rank 2 Elo 2353 (+3),21-13 / 22-20,YEUNG .. / YEUNG P.. Rank 21 Elo 1828 (-3),47,https://badmintonranks.com/tournament?id=10911,2,BAEK Ha.. / LEE So H.. (2),2,2353,YEUNG .. / YEUNG P..,21.0,1828
2024-01-11,Round 2,WD,ZHANG .. / ZHENG .. (5) Rank 7 Elo 2120 (+7),21-14 / 21-8,Annie XU / Kerry XU Rank 31 Elo 1783 (-9),32,https://badmintonranks.com/tournament?id=10911,3,ZHANG .. / ZHENG .. (5),7,2120,Annie XU / Kerry XU,31.0,1783
2024-01-11,Round 2,WS,ZHANG Yi Man Rank 17 Elo 2184 (+9),21-8 / 21-10,HSU Wen Chi Rank 23 Elo 1909 (-10),28,https://badmintonranks.com/tournament?id=10911,3,ZHANG Yi Man,17,2184,HSU Wen Chi,23.0,1909
2024-01-11,Round 2,MD,Aaron CH.. / SOH Wo.. (3) Rank 4 Elo 2144 (+12),21-15 / 21-16,GOH Sze.. / Nur IZZUD.. Rank 26 Elo 1954 (-14),37,https://badmintonranks.com/tournament?id=10911,3,Aaron CH.. / SOH Wo.. (3),4,2144,GOH Sze.. / Nur IZZUD..,26.0,1954
2024-01-11,Round 2,WS,Akane YAMAGUCHI (3) Rank 3 Elo 2531 (+2),21-9 / 21-14,Kirsty GILMOUR Rank 25 Elo 1995 (-3),30,https://badmintonranks.com/tournament?id=10911,3,Akane YAMAGUCHI (3),3,2531,Kirsty GILMOUR,25.0,1995
2024-01-11,Round 2,WD,LI Wen M.. / LIU Xuan .. Rank 16 Elo 1945 (+35),19-21 / 22-20 / 21-14,Jongkolp.. / Rawinda .. Rank 10 Elo 2049 (-34),75,https://badmintonranks.com/tournament?id=10911,3,LI Wen M.. / LIU Xuan ..,16,1945,Jongkolp.. / Rawinda ..,10.0,2049
2024-01-11,Round 2,MD,KANG Mi.. / SEO Seu.. (6) Rank 3 Elo 2217 (+10),21-13 / 21-14,LEE Jhe-.. / YANG Po-.. Rank 17 Elo 1973 (-11),34,https://badmintonranks.com/tournament?id=10911,3,KANG Mi.. / SEO Seu.. (6),3,2217,LEE Jhe-.. / YANG Po-..,17.0,1973
2024-01-11,Round 2,MS,LIN Chun-Yi Rank 21 Elo 2082 (+38),21-18 / 21-16,Kunlavut VITIDSARN (5) Rank 7 Elo 2271 (-38),50,https://badmintonranks.com/tournament?id=10911,3,LIN Chun-Yi,21,2082,Kunlavut VITIDSARN (5),7.0,2271
2024-01-11,Round 2,MD,Takuro H.. / Yugo KO.. (7) Rank 7 Elo 2110 (+7),21-11 / 21-13,Alexande.. / Adam HA.. Rank 31 Elo 1776 (-8),30,https://badmintonranks.com/tournament?id=10911,3,Takuro H.. / Yugo KO.. (7),7,2110,Alexande.. / Adam HA..,31.0,1776
2024-01-11,Round 2,MS,Viktor AXELSEN (1) Rank 1 Elo 2584 (+4),21-17 / 20-22 / 21-17,LEE Cheuk Yiu Rank 17 Elo 2155 (-4),74,https://badmintonranks.com/tournament?id=10911,3,Viktor AXELSEN (1),1,2584,LEE Cheuk Yiu,17.0,2155
2024-01-11,Round 2,WS,HE Bing Jiao (6) Rank 6 Elo 2378 (+20),16-21 / 21-19 / 21-11,WANG Zhi Yi Rank 10 Elo 2295 (-19),77,https://badmintonranks.com/tournament?id=10911,3,HE Bing Jiao (6),6,2378,WANG Zhi Yi,10.0,2295
2024-01-11,Round 2,MS,Kodai NARAOKA (2) Rank 2 Elo 2293 (+8),22-20 / 20-22 / 21-16,Brian YANG Rank 26 Elo 2025 (-9),94,https://badmintonranks.com/tournament?id=10911,3,Kodai NARAOKA (2),2,2293,Brian YANG,26.0,2025
2024-01-11,Round 2,MD,ONG Yew.. / TEO Ee Yi Rank 12 Elo 1967 (+45),21-10 / 11-21 / 24-22,Kim AST.. / Anders S.. (4) Rank 5 Elo 2255 (-42),61,https://badmintonranks.com/tournament?id=10911,3,ONG Yew.. / TEO Ee Yi,12,1967,Kim AST.. / Anders S.. (4),5.0,2255
2024-01-11,Round 2,XD,HEE Yon.. / TAN Wei .. Rank 22 Elo 1948 (+25),21-14 / 23-21,Supak JO.. / Supissara .. Rank 20 Elo 1925 (-26),41,https://badmintonranks.com/tournament?id=10911,3,HEE Yon.. / TAN Wei ..,22,1948,Supak JO.. / Supissara ..,20.0,1925
2024-01-11,Round 2,MD,Satwiksai.. / Chirag S.. (2) Rank 2 Elo 2228 (+3),21-11 / 21-18,Lucas C.. / Ronan LA.. Rank 37 Elo 1733 (-4),39,https://badmintonranks.com/tournament?id=10911,3,Satwiksai.. / Chirag S.. (2),2,2228,Lucas C.. / Ronan LA..,37.0,1733
2024-01-11,Round 2,XD,JIANG Zh.. / WEI Ya X.. (5) Rank 5 Elo 2214 (+4),21-14 / 21-14,CHAN Pe.. / CHEAH Y.. Rank 41 Elo 1761 (-5),33,https://badmintonranks.com/tournament?id=10911,3,JIANG Zh.. / WEI Ya X.. (5),5,2214,CHAN Pe.. / CHEAH Y..,41.0,1761
2024-01-11,Round 2,MS,Anders ANTONSEN Rank 9 Elo 2320 (+12),21-14 / 21-17,Koki WATANABE Rank 23 Elo 2107 (-12),54,https://badmintonranks.com/tournament?id=10911,3,Anders ANTONSEN,9,2320,Koki WATANABE,23.0,2107
2024-01-11,Round 2,MS,NG Ka Long Angus Rank 20 Elo 2059 (+25),21-13 / 21-17,KIDAMBI Srikanth Rank 24 Elo 2044 (-25),38,https://badmintonranks.com/tournament?id=10911,3,NG Ka Long Angus,20,2059,KIDAMBI Srikanth,24.0,2044
