date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number,winner_name,winner_rank,winner_elo,loser_name,loser_rank,loser_elo
2022-06-19,Final,MD,LIU Yu C.. / OU Xuan .. Rank 75 Elo 2045 (+20),21-17 / 23-21,CHOI Sol.. / KIM Won .. Rank 83 Elo 1937 (-20),49,https://badmintonranks.com/tournament?id=12514,1,LIU Yu C.. / OU Xuan ..,75.0,2045,CHOI Sol.. / KIM Won ..,83.0,1937
2022-06-19,Final,MS,Viktor AXELSEN (1) Rank 1 Elo 2645 (+3),21-9 / 21-10,ZHAO Jun Peng Rank 35 Elo 2165 (-4),38,https://badmintonranks.com/tournament?id=12514,1,Viktor AXELSEN (1),1.0,2645,ZHAO Jun Peng,35.0,2165
2022-06-19,Final,WD,Nami MA.. / Chiharu .. (6) Rank 7 Elo 2283 (+18),18-21 / 21-14 / 21-17,Yuki FUK.. / Sayaka H.. (4) Rank 4 Elo 2164 (-19),75,https://badmintonranks.com/tournament?id=12514,1,Nami MA.. / Chiharu .. (6),7.0,2283,Yuki FUK.. / Sayaka H.. (4),4.0,2164
2022-06-19,Final,WS,TAI Tzu Ying (2) Rank 2 Elo 2550 (+10),21-23 / 21-6 / 21-15,WANG Zhi Yi Rank 14 Elo 2300 (-11),60,https://badmintonranks.com/tournament?id=12514,1,TAI Tzu Ying (2),2.0,2550,WANG Zhi Yi,14.0,2300
2022-06-19,Final,XD,ZHENG .. / HUANG .. (2) Rank 2 Elo 2372 (+25),21-14 / 21-16,Yuta WAT.. / Arisa IGA.. (3) Rank 3 Elo 2349 (-25),41,https://badmintonranks.com/tournament?id=12514,1,ZHENG .. / HUANG .. (2),2.0,2372,Yuta WAT.. / Arisa IGA.. (3),3.0,2349
2022-06-18,Semi final,MD,CHOI Sol.. / KIM Won .. Rank 83 Elo 1890 (+47),13-21 / 21-12 / 21-18,Kim AST.. / Anders S.. (8) Rank 9 Elo 2110 (-43),68,https://badmintonranks.com/tournament?id=12514,1,CHOI Sol.. / KIM Won ..,83.0,1890,Kim AST.. / Anders S.. (8),9.0,2110
2022-06-18,Semi final,MS,ZHAO Jun Peng Rank 35 Elo 2132 (+33),21-16 / 21-15,PRANNOY H. S. Rank 23 Elo 2206 (-33),40,https://badmintonranks.com/tournament?id=12514,1,ZHAO Jun Peng,35.0,2132,PRANNOY H. S.,23.0,2206
2022-06-18,Semi final,WD,Yuki FUK.. / Sayaka H.. (4) Rank 4 Elo 2134 (+30),9-21 / 21-14 / 21-18,LEE So H.. / SHIN Se.. (2) Rank 2 Elo 2171 (-30),68,https://badmintonranks.com/tournament?id=12514,1,Yuki FUK.. / Sayaka H.. (4),4.0,2134,LEE So H.. / SHIN Se.. (2),2.0,2171
2022-06-18,Semi final,MD,LIU Yu C.. / OU Xuan .. Rank 75 Elo 2008 (+37),21-18 / 21-13,Aaron CH.. / SOH Wo.. (5) Rank 7 Elo 2124 (-36),38,https://badmintonranks.com/tournament?id=12514,1,LIU Yu C.. / OU Xuan ..,75.0,2008,Aaron CH.. / SOH Wo.. (5),7.0,2124
2022-06-18,Semi final,MS,Viktor AXELSEN (1) Rank 1 Elo 2630 (+15),19-21 / 21-11 / 23-21,LEE Zii Jia (6) Rank 5 Elo 2453 (-14),70,https://badmintonranks.com/tournament?id=12514,1,Viktor AXELSEN (1),1.0,2630,LEE Zii Jia (6),5.0,2453
2022-06-18,Semi final,WD,Nami MA.. / Chiharu .. (6) Rank 7 Elo 2273 (+10),21-15 / 21-14,Jongkolp.. / Rawinda .. (7) Rank 8 Elo 2009 (-10),42,https://badmintonranks.com/tournament?id=12514,1,Nami MA.. / Chiharu .. (6),7.0,2273,Jongkolp.. / Rawinda .. (7),8.0,2009
2022-06-18,Semi final,WS,TAI Tzu Ying (2) Rank 2 Elo 2523 (+27),10-21 / 26-24 / 21-12,CHEN Yu Fei (4) Rank 4 Elo 2524 (-27),69,https://badmintonranks.com/tournament?id=12514,1,TAI Tzu Ying (2),2.0,2523,CHEN Yu Fei (4),4.0,2524
2022-06-18,Semi final,XD,ZHENG .. / HUANG .. (2) Rank 2 Elo 2352 (+20),21-6 / 21-14,WANG Yi.. / HUANG .. (4) Rank 4 Elo 2252 (-19),33,https://badmintonranks.com/tournament?id=12514,1,ZHENG .. / HUANG .. (2),2.0,2352,WANG Yi.. / HUANG .. (4),4.0,2252
2022-06-18,Semi final,WS,WANG Zhi Yi Rank 14 Elo 2258 (+42),21-15 / 21-10,HE Bing Jiao Rank 9 Elo 2466 (-42),42,https://badmintonranks.com/tournament?id=12514,1,WANG Zhi Yi,14.0,2258,HE Bing Jiao,9.0,2466
2022-06-18,Semi final,XD,Yuta WAT.. / Arisa IGA.. (3) Rank 3 Elo 2339 (+10),21-18 / 17-21 / 21-15,SEO Seu.. / CHAE Yu.. (6) Rank 6 Elo 2088 (-11),69,https://badmintonranks.com/tournament?id=12514,1,Yuta WAT.. / Arisa IGA.. (3),3.0,2339,SEO Seu.. / CHAE Yu.. (6),6.0,2088
2022-06-17,Quarter final,MD,Kim AST.. / Anders S.. (8) Rank 9 Elo 2075 (+35),21-17 / 16-21 / 21-14,Takuro H.. / Yugo KO.. (3) Rank 2 Elo 2179 (-34),63,https://badmintonranks.com/tournament?id=12514,1,Kim AST.. / Anders S.. (8),9.0,2075,Takuro H.. / Yugo KO.. (3),2.0,2179
2022-06-17,Quarter final,MS,PRANNOY H. S. Rank 23 Elo 2183 (+23),21-14 / 21-12,Rasmus GEMKE Rank 13 Elo 2127 (-23),40,https://badmintonranks.com/tournament?id=12514,1,PRANNOY H. S.,23.0,2183,Rasmus GEMKE,13.0,2127
2022-06-17,Quarter final,MD,LIU Yu C.. / OU Xuan .. Rank 75 Elo 1963 (+45),21-18 / 21-18,Fajar ALF.. / Muhamm.. (6) Rank 6 Elo 2204 (-42),45,https://badmintonranks.com/tournament?id=12514,1,LIU Yu C.. / OU Xuan ..,75.0,1963,Fajar ALF.. / Muhamm.. (6),6.0,2204
2022-06-17,Quarter final,MS,Viktor AXELSEN (1) Rank 1 Elo 2625 (+5),21-13 / 19-21 / 21-9,Anthony Sinisuka GIN.. (5) Rank 6 Elo 2255 (-5),67,https://badmintonranks.com/tournament?id=12514,1,Viktor AXELSEN (1),1.0,2625,Anthony Sinisuka GIN.. (5),6.0,2255
2022-06-17,Quarter final,MD,CHOI Sol.. / KIM Won .. Rank 83 Elo 1841 (+49),16-21 / 21-13 / 21-18,KANG Mi.. / SEO Seun.. Rank 56 Elo 2059 (-42),61,https://badmintonranks.com/tournament?id=12514,1,CHOI Sol.. / KIM Won ..,83.0,1841,KANG Mi.. / SEO Seun..,56.0,2059
2022-06-17,Quarter final,WS,TAI Tzu Ying (2) Rank 2 Elo 2520 (+3),21-13 / 21-13,Line Højmark KJAERSF.. Rank 33 Elo 2013 (-3),37,https://badmintonranks.com/tournament?id=12514,2,TAI Tzu Ying (2),2.0,2520,Line Højmark KJAERSF..,33.0,2013
2022-06-17,Quarter final,MS,ZHAO Jun Peng Rank 35 Elo 2105 (+27),21-14 / 17-21 / 21-11,LEE Cheuk Yiu Rank 17 Elo 2108 (-27),59,https://badmintonranks.com/tournament?id=12514,2,ZHAO Jun Peng,35.0,2105,LEE Cheuk Yiu,17.0,2108
2022-06-17,Quarter final,MS,LEE Zii Jia (6) Rank 5 Elo 2436 (+17),21-18 / 16-21 / 22-20,LOH Kean Yew Rank 9 Elo 2310 (-18),65,https://badmintonranks.com/tournament?id=12514,2,LEE Zii Jia (6),5.0,2436,LOH Kean Yew,9.0,2310
2022-06-17,Quarter final,MD,Aaron CH.. / SOH Wo.. (5) Rank 7 Elo 2098 (+26),14-21 / 21-12 / 22-20,Pramudy.. / Yeremia E.. Rank 16 Elo 2084 (-26),56,https://badmintonranks.com/tournament?id=12514,2,Aaron CH.. / SOH Wo.. (5),7.0,2098,Pramudy.. / Yeremia E..,16.0,2084
2022-06-17,Quarter final,WS,CHEN Yu Fei (4) Rank 4 Elo 2509 (+15),21-16 / 21-10,Nozomi OKUHARA (6) Rank 6 Elo 2342 (-14),37,https://badmintonranks.com/tournament?id=12514,2,CHEN Yu Fei (4),4.0,2509,Nozomi OKUHARA (6),6.0,2342
2022-06-17,Quarter final,WD,Yuki FUK.. / Sayaka H.. (4) Rank 4 Elo 2110 (+24),21-18 / 21-9,JEONG .. / KIM Hye J.. Rank 17 Elo 2069 (-24),60,https://badmintonranks.com/tournament?id=12514,2,Yuki FUK.. / Sayaka H.. (4),4.0,2110,JEONG .. / KIM Hye J..,17.0,2069
2022-06-17,Quarter final,WD,Jongkolp.. / Rawinda .. (7) Rank 8 Elo 1959 (+50),21-19 / 21-15,CHEN Qi.. / JIA Yi Fan (1) Rank 1 Elo 2311 (-46),59,https://badmintonranks.com/tournament?id=12514,2,Jongkolp.. / Rawinda .. (7),8.0,1959,CHEN Qi.. / JIA Yi Fan (1),1.0,2311
2022-06-17,Quarter final,WD,Nami MA.. / Chiharu .. (6) Rank 7 Elo 2265 (+8),21-14 / 22-20,DU Yue / LI Wen Me.. Rank 45 Elo 1960 (-8),51,https://badmintonranks.com/tournament?id=12514,2,Nami MA.. / Chiharu .. (6),7.0,2265,DU Yue / LI Wen Me..,45.0,1960
2022-06-17,Quarter final,XD,WANG Yi.. / HUANG .. (4) Rank 4 Elo 2249 (+3),21-12 / 21-14,CHEN Ta.. / Valeree SI.. Rank Elo 1751 (-4),33,https://badmintonranks.com/tournament?id=12514,2,WANG Yi.. / HUANG .. (4),4.0,2249,CHEN Ta.. / Valeree SI..,,1751
