date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number,winner_name,winner_rank,winner_elo,loser_name,loser_rank,loser_elo
2024-06-09,Final,MD,LIANG W.. / WANG C.. (2) Rank 2 Elo 2281 (+13),19-21 / 21-16 / 21-12,MAN Wei.. / TEE Kai .. Rank 20 Elo 2070 (-13),55,https://badmintonranks.com/tournament?id=14083,1,LIANG W.. / WANG C.. (2),2,2281,MAN Wei.. / TEE Kai ..,20,2070
2024-06-09,Final,MS,SHI Yu Qi (2) Rank 2 Elo 2581 (+13),21-9 / 12-21 / 21-14,Anders ANTONSEN (4) Rank 5 Elo 2389 (-14),71,https://badmintonranks.com/tournament?id=14083,1,SHI Yu Qi (2),2,2581,Anders ANTONSEN (4),5,2389
2024-06-09,Final,WS,CHEN Yu Fei (2) Rank 2 Elo 2588 (+36),21-14 / 14-21 / 21-18,AN Se Young (1) Rank 1 Elo 2706 (-36),82,https://badmintonranks.com/tournament?id=14083,1,CHEN Yu Fei (2),2,2588,AN Se Young (1),1,2706
2024-06-09,Final,WD,BAEK Ha.. / LEE So H.. (2) Rank 2 Elo 2407 (+32),21-17 / 21-13,CHEN Qi.. / JIA Yi Fan (1) Rank 1 Elo 2469 (-33),57,https://badmintonranks.com/tournament?id=14083,1,BAEK Ha.. / LEE So H.. (2),2,2407,CHEN Qi.. / JIA Yi Fan (1),1,2469
2024-06-09,Final,XD,JIANG Zh.. / WEI Ya X.. (5) Rank 5 Elo 2287 (+44),21-11 / 21-14,ZHENG .. / HUANG .. (1) Rank 1 Elo 2529 (-44),32,https://badmintonranks.com/tournament?id=14083,1,JIANG Zh.. / WEI Ya X.. (5),5,2287,ZHENG .. / HUANG .. (1),1,2529
2024-06-08,Semi final,MD,MAN Wei.. / TEE Kai .. Rank 20 Elo 2045 (+25),29-27 / 21-13,Sabar Ka.. / Moh Reza.. Rank 29 Elo 2013 (-25),45,https://badmintonranks.com/tournament?id=14083,1,MAN Wei.. / TEE Kai ..,20,2045,Sabar Ka.. / Moh Reza..,29,2013
2024-06-08,Semi final,MS,Anders ANTONSEN (4) Rank 5 Elo 2364 (+25),21-15 / 19-21 / 21-11,Kunlavut VITIDSARN (8) Rank 8 Elo 2339 (-25),91,https://badmintonranks.com/tournament?id=14083,1,Anders ANTONSEN (4),5,2364,Kunlavut VITIDSARN (8),8,2339
2024-06-08,Semi final,MD,LIANG W.. / WANG C.. (2) Rank 2 Elo 2256 (+25),21-13 / 21-15,Kim AST.. / Anders S.. (4) Rank 4 Elo 2229 (-25),32,https://badmintonranks.com/tournament?id=14083,1,LIANG W.. / WANG C.. (2),2,2256,Kim AST.. / Anders S.. (4),4,2229
2024-06-08,Semi final,MS,SHI Yu Qi (2) Rank 2 Elo 2571 (+10),19-21 / 21-19 / 21-14,LI Shi Feng (6) Rank 4 Elo 2312 (-10),79,https://badmintonranks.com/tournament?id=14083,1,SHI Yu Qi (2),2,2571,LI Shi Feng (6),4,2312
2024-06-08,Semi final,WD,BAEK Ha.. / LEE So H.. (2) Rank 2 Elo 2386 (+21),21-11 / 21-14,LIU Shen.. / TAN Ning (3) Rank 4 Elo 2306 (-21),46,https://badmintonranks.com/tournament?id=14083,1,BAEK Ha.. / LEE So H.. (2),2,2386,LIU Shen.. / TAN Ning (3),4,2306
2024-06-08,Semi final,WD,CHEN Qi.. / JIA Yi Fan (1) Rank 1 Elo 2458 (+11),21-10 / 15-21 / 21-17,Mayu MA.. / Wakana .. (7) Rank 7 Elo 2208 (-10),67,https://badmintonranks.com/tournament?id=14083,1,CHEN Qi.. / JIA Yi Fan (1),1,2458,Mayu MA.. / Wakana .. (7),7,2208
2024-06-08,Semi final,WS,CHEN Yu Fei (2) Rank 2 Elo 2564 (+24),21-11 / 17-21 / 21-13,Carolina MARIN (3) Rank 3 Elo 2526 (-24),74,https://badmintonranks.com/tournament?id=14083,1,CHEN Yu Fei (2),2,2564,Carolina MARIN (3),3,2526
2024-06-08,Semi final,XD,JIANG Zh.. / WEI Ya X.. (5) Rank 5 Elo 2277 (+10),21-16 / 21-18,TAN Kian.. / LAI Pei Jin.. Rank 21 Elo 2032 (-11),39,https://badmintonranks.com/tournament?id=14083,1,JIANG Zh.. / WEI Ya X.. (5),5,2277,TAN Kian.. / LAI Pei Jin..,21,2032
2024-06-08,Semi final,WS,AN Se Young (1) Rank 1 Elo 2695 (+11),23-21 / 21-13,WANG Zhi Yi (6) Rank 6 Elo 2470 (-11),57,https://badmintonranks.com/tournament?id=14083,1,AN Se Young (1),1,2695,WANG Zhi Yi (6),6,2470
2024-06-08,Semi final,XD,ZHENG .. / HUANG .. (1) Rank 1 Elo 2522 (+7),21-19 / 21-19,Dechapol.. / Sapsiree .. (6) Rank 6 Elo 2187 (-7),43,https://badmintonranks.com/tournament?id=14083,1,ZHENG .. / HUANG .. (1),1,2522,Dechapol.. / Sapsiree .. (6),6,2187
2024-06-07,Quarter final,WD,LIU Shen.. / TAN Ning (3) Rank 4 Elo 2284 (+22),21-12 / 21-10,ZHANG .. / ZHENG .. (5) Rank 5 Elo 2224 (-22),29,https://badmintonranks.com/tournament?id=14083,1,LIU Shen.. / TAN Ning (3),4,2284,ZHANG .. / ZHENG .. (5),5,2224
2024-06-07,Quarter final,MD,Kim AST.. / Anders S.. (4) Rank 4 Elo 2213 (+16),21-16 / 15-21 / 23-21,Muhamm.. / Bagas MA.. Rank 11 Elo 2066 (-16),69,https://badmintonranks.com/tournament?id=14083,1,Kim AST.. / Anders S.. (4),4,2213,Muhamm.. / Bagas MA..,11,2066
2024-06-07,Quarter final,MD,LIANG W.. / WANG C.. (2) Rank 2 Elo 2241 (+15),18-21 / 21-18 / 21-19,GOH Sze.. / Nur IZZUD.. Rank 13 Elo 2089 (-16),58,https://badmintonranks.com/tournament?id=14083,1,LIANG W.. / WANG C.. (2),2,2241,GOH Sze.. / Nur IZZUD..,13,2089
2024-06-07,Quarter final,WD,BAEK Ha.. / LEE So H.. (2) Rank 2 Elo 2376 (+10),21-10 / 16-21 / 21-10,KIM So Y.. / KONG H.. (6) Rank 6 Elo 2131 (-11),72,https://badmintonranks.com/tournament?id=14083,1,BAEK Ha.. / LEE So H.. (2),2,2376,KIM So Y.. / KONG H.. (6),6,2131
2024-06-07,Quarter final,WD,Mayu MA.. / Wakana .. (7) Rank 7 Elo 2195 (+13),21-19 / 21-17,LI Yi jing / LUO Xu m.. Rank 22 Elo 2002 (-14),51,https://badmintonranks.com/tournament?id=14083,1,Mayu MA.. / Wakana .. (7),7,2195,LI Yi jing / LUO Xu m..,22,2002
2024-06-07,Quarter final,MD,Sabar Ka.. / Moh Reza.. Rank 29 Elo 1974 (+39),21-17 / 14-21 / 21-16,LEE Jhe-.. / YANG Po-.. Rank 12 Elo 2124 (-37),58,https://badmintonranks.com/tournament?id=14083,2,Sabar Ka.. / Moh Reza..,29,1974,LEE Jhe-.. / YANG Po-..,12,2124
2024-06-07,Quarter final,MS,Anders ANTONSEN (4) Rank 5 Elo 2343 (+21),24-22 / 21-18,Lakshya SEN Rank 14 Elo 2267 (-21),61,https://badmintonranks.com/tournament?id=14083,2,Anders ANTONSEN (4),5,2343,Lakshya SEN,14,2267
2024-06-07,Quarter final,MD,MAN Wei.. / TEE Kai .. Rank 20 Elo 2028 (+17),21-17 / 18-21 / 21-10,LU Ching.. / YANG Po .. Rank 25 Elo 1887 (-18),57,https://badmintonranks.com/tournament?id=14083,2,MAN Wei.. / TEE Kai ..,20,2028,LU Ching.. / YANG Po ..,25,1887
2024-06-07,Quarter final,WD,CHEN Qi.. / JIA Yi Fan (1) Rank 1 Elo 2454 (+4),22-20 / 21-18,Pearly TA.. / THINAAH .. Rank 13 Elo 2044 (-5),51,https://badmintonranks.com/tournament?id=14083,2,CHEN Qi.. / JIA Yi Fan (1),1,2454,Pearly TA.. / THINAAH ..,13,2044
2024-06-07,Quarter final,WS,AN Se Young (1) Rank 1 Elo 2686 (+9),21-17 / 21-14,HE Bing Jiao (8) Rank 8 Elo 2419 (-9),49,https://badmintonranks.com/tournament?id=14083,2,AN Se Young (1),1,2686,HE Bing Jiao (8),8,2419
2024-06-07,Quarter final,WS,WANG Zhi Yi (6) Rank 6 Elo 2450 (+20),21-8 / 21-18,Gregoria Mariska TUNJ.. Rank 9 Elo 2375 (-21),45,https://badmintonranks.com/tournament?id=14083,2,WANG Zhi Yi (6),6,2450,Gregoria Mariska TUNJ..,9,2375
2024-06-07,Quarter final,MS,Kunlavut VITIDSARN (8) Rank 8 Elo 2306 (+33),21-16 / 21-17,LEE Zii Jia Rank 7 Elo 2384 (-32),53,https://badmintonranks.com/tournament?id=14083,2,Kunlavut VITIDSARN (8),8,2306,LEE Zii Jia,7,2384
2024-06-07,Quarter final,MS,LI Shi Feng (6) Rank 4 Elo 2293 (+19),21-11 / 21-12,LEONG Jun Hao Rank 32 Elo 2202 (-20),43,https://badmintonranks.com/tournament?id=14083,2,LI Shi Feng (6),4,2293,LEONG Jun Hao,32,2202
2024-06-07,Quarter final,MS,SHI Yu Qi (2) Rank 2 Elo 2567 (+4),17-21 / 21-10 / 21-18,Toma Junior POPOV Rank 23 Elo 2125 (-4),65,https://badmintonranks.com/tournament?id=14083,2,SHI Yu Qi (2),2,2567,Toma Junior POPOV,23,2125
2024-06-07,Quarter final,XD,ZHENG .. / HUANG .. (1) Rank 1 Elo 2516 (+6),21-17 / 21-10,TANG Ch.. / TSE Ying.. (7) Rank 7 Elo 2170 (-6),30,https://badmintonranks.com/tournament?id=14083,2,ZHENG .. / HUANG .. (1),1,2516,TANG Ch.. / TSE Ying.. (7),7,2170
2024-06-07,Quarter final,XD,TAN Kian.. / LAI Pei Jin.. Rank 21 Elo 1989 (+43),21-8 / 21-19,KIM Won .. / JEONG .. (8) Rank 8 Elo 2199 (-40),39,https://badmintonranks.com/tournament?id=14083,2,TAN Kian.. / LAI Pei Jin..,21,1989,KIM Won .. / JEONG .. (8),8,2199
2024-06-07,Quarter final,XD,JIANG Zh.. / WEI Ya X.. (5) Rank 5 Elo 2241 (+36),21-17 / 11-21 / 21-16,FENG Ya.. / HUANG .. (2) Rank 2 Elo 2379 (-37),57,https://badmintonranks.com/tournament?id=14083,2,JIANG Zh.. / WEI Ya X.. (5),5,2241,FENG Ya.. / HUANG .. (2),2,2379
2024-06-07,Quarter final,XD,Dechapol.. / Sapsiree .. (6) Rank 6 Elo 2166 (+21),21-16 / 21-17,Dejan FE.. / Gloria Em.. Rank 18 Elo 2080 (-20),41,https://badmintonranks.com/tournament?id=14083,2,Dechapol.. / Sapsiree .. (6),6,2166,Dejan FE.. / Gloria Em..,18,2080
2024-06-07,Quarter final,WS,CHEN Yu Fei (2) Rank 2 Elo 2563 (+1),21-15 / 21-7,SUNG Shuo Yun Rank 31 Elo 1925 (-1),38,https://badmintonranks.com/tournament?id=14083,2,CHEN Yu Fei (2),2,2563,SUNG Shuo Yun,31,1925
2024-06-07,Quarter final,WS,Carolina MARIN (3) Rank 3 Elo 2513 (+13),21-8 / 21-6,HAN Yue (7) Rank 7 Elo 2314 (-13),27,https://badmintonranks.com/tournament?id=14083,2,Carolina MARIN (3),3,2513,HAN Yue (7),7,2314
2024-06-06,Round 2,WD,LIU Shen.. / TAN Ning (3) Rank 4 Elo 2282 (+2),21-7 / 21-12,CHANG .. / YANG Chi.. Rank 33 Elo 1776 (-3),32,https://badmintonranks.com/tournament?id=14083,2,LIU Shen.. / TAN Ning (3),4,2282,CHANG .. / YANG Chi..,33,1776
2024-06-06,Round 2,MD,Kim AST.. / Anders S.. (4) Rank 4 Elo 2205 (+8),21-19 / 21-10,Kenya MI.. / Hiroki OK.. Rank 24 Elo 1929 (-10),38,https://badmintonranks.com/tournament?id=14083,2,Kim AST.. / Anders S.. (4),4,2205,Kenya MI.. / Hiroki OK..,24,1929
2024-06-06,Round 2,MS,LEE Zii Jia Rank 7 Elo 2369 (+15),20-22 / 21-9 / 21-16,WENG Hong Yang Rank 19 Elo 2220 (-15),72,https://badmintonranks.com/tournament?id=14083,2,LEE Zii Jia,7,2369,WENG Hong Yang,19,2220
2024-06-06,Round 2,MS,Kunlavut VITIDSARN (8) Rank 8 Elo 2298 (+8),21-10 / 21-17,Priyanshu RAJAWAT Rank 34 Elo 2009 (-8),49,https://badmintonranks.com/tournament?id=14083,2,Kunlavut VITIDSARN (8),8,2298,Priyanshu RAJAWAT,34,2009
2024-06-06,Round 2,WD,ZHANG .. / ZHENG .. (5) Rank 5 Elo 2218 (+6),21-15 / 21-19,Maiken F.. / Sara THY.. Rank 24 Elo 1875 (-7),41,https://badmintonranks.com/tournament?id=14083,2,ZHANG .. / ZHENG .. (5),5,2218,Maiken F.. / Sara THY..,24,1875
2024-06-06,Round 2,WS,AN Se Young (1) Rank 1 Elo 2685 (+1),21-13 / 21-6,Pornpicha CHOEIKEEW.. Rank 40 Elo 1808 (-0),33,https://badmintonranks.com/tournament?id=14083,3,AN Se Young (1),1,2685,Pornpicha CHOEIKEEW..,40,1808
2024-06-06,Round 2,XD,KIM Won .. / JEONG .. (8) Rank 8 Elo 2183 (+16),21-15 / 21-18,Robin TA.. / Selena PI.. Rank 13 Elo 2057 (-17),34,https://badmintonranks.com/tournament?id=14083,3,KIM Won .. / JEONG .. (8),8,2183,Robin TA.. / Selena PI..,13,2057
2024-06-06,Round 2,WS,HE Bing Jiao (8) Rank 8 Elo 2414 (+5),21-17 / 21-9,Kirsty GILMOUR Rank 22 Elo 2056 (-6),34,https://badmintonranks.com/tournament?id=14083,3,HE Bing Jiao (8),8,2414,Kirsty GILMOUR,22,2056
2024-06-06,Round 2,WD,CHEN Qi.. / JIA Yi Fan (1) Rank 1 Elo 2450 (+4),21-17 / 21-19,Margot L.. / Anne TRAN Rank 16 Elo 2028 (-4),41,https://badmintonranks.com/tournament?id=14083,3,CHEN Qi.. / JIA Yi Fan (1),1,2450,Margot L.. / Anne TRAN,16,2028
2024-06-06,Round 2,MD,Sabar Ka.. / Moh Reza.. Rank 29 Elo 1936 (+38),21-11 / 21-18,LEE Yang / WANG Ch.. Rank 10 Elo 2076 (-36),30,https://badmintonranks.com/tournament?id=14083,3,Sabar Ka.. / Moh Reza..,29,1936,LEE Yang / WANG Ch..,10,2076
2024-06-06,Round 2,MD,Muhamm.. / Bagas MA.. Rank 11 Elo 2059 (+7),21-11 / 21-17,Christo P.. / Toma Juni.. Rank 37 Elo 1737 (-10),32,https://badmintonranks.com/tournament?id=14083,3,Muhamm.. / Bagas MA..,11,2059,Christo P.. / Toma Juni..,37,1737
2024-06-06,Round 2,MD,LIANG W.. / WANG C.. (2) Rank 2 Elo 2231 (+10),17-21 / 22-20 / 21-18,Hendra S.. / Mohamma.. Rank 16 Elo 1980 (-10),57,https://badmintonranks.com/tournament?id=14083,3,LIANG W.. / WANG C.. (2),2,2231,Hendra S.. / Mohamma..,16,1980
