date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number,winner_name,winner_rank,winner_elo,loser_name,loser_rank,loser_elo
2022-03-20,Final,MS,Viktor AXELSEN (1) Rank 1 Elo 2560 (+14),21-10 / 21-15,Lakshya SEN Rank 11 Elo 2362 (-13),53,https://badmintonranks.com/tournament?id=11803,1,Viktor AXELSEN (1),1.0,2560,Lakshya SEN,11.0,2362
2022-03-20,Final,XD,Yuta WAT.. / Arisa IGA.. (4) Rank 4 Elo 2348 (+23),21-19 / 21-19,WANG Yi.. / HUANG .. (3) Rank 3 Elo 2290 (-23),58,https://badmintonranks.com/tournament?id=11803,1,Yuta WAT.. / Arisa IGA.. (4),4.0,2348,WANG Yi.. / HUANG .. (3),3.0,2290
2022-03-20,Final,WD,Nami MA.. / Chiharu .. (7) Rank 7 Elo 2215 (+11),21-13 / 21-9,ZHANG .. / ZHENG Yu Rank 54 Elo 1969 (-11),41,https://badmintonranks.com/tournament?id=11803,1,Nami MA.. / Chiharu .. (7),7.0,2215,ZHANG .. / ZHENG Yu,54.0,1969
2022-03-20,Final,MD,Muhamm.. / Bagas MA.. Rank 28 Elo 2047 (+38),21-19 / 21-13,Hendra S.. / Mohamm.. (2) Rank 2 Elo 2164 (-38),37,https://badmintonranks.com/tournament?id=11803,1,Muhamm.. / Bagas MA..,28.0,2047,Hendra S.. / Mohamm.. (2),2.0,2164
2022-03-20,Final,WS,Akane YAMAGUCHI (2) Rank 2 Elo 2535 (+25),21-15 / 21-15,AN Se Young (4) Rank 4 Elo 2489 (-24),44,https://badmintonranks.com/tournament?id=11803,1,Akane YAMAGUCHI (2),2.0,2535,AN Se Young (4),4.0,2489
2022-03-19,Semi final,MS,Viktor AXELSEN (1) Rank 1 Elo 2551 (+9),21-13 / 21-15,CHOU Tien Chen (4) Rank 4 Elo 2271 (-9),48,https://badmintonranks.com/tournament?id=11803,1,Viktor AXELSEN (1),1.0,2551,CHOU Tien Chen (4),4.0,2271
2022-03-19,Semi final,XD,WANG Yi.. / HUANG .. (3) Rank 3 Elo 2267 (+23),21-7 / 13-21 / 21-13,ZHENG .. / HUANG .. (2) Rank 2 Elo 2212 (-23),59,https://badmintonranks.com/tournament?id=11803,1,WANG Yi.. / HUANG .. (3),3.0,2267,ZHENG .. / HUANG .. (2),2.0,2212
2022-03-19,Semi final,WD,ZHANG .. / ZHENG Yu Rank 54 Elo 1942 (+27),21-17 / 21-16,Treesa J.. / GAYATRI .. Rank 46 Elo 1911 (-28),51,https://badmintonranks.com/tournament?id=11803,1,ZHANG .. / ZHENG Yu,54.0,1942,Treesa J.. / GAYATRI ..,46.0,1911
2022-03-19,Semi final,MD,Hendra S.. / Mohamm.. (2) Rank 2 Elo 2140 (+24),21-16 / 14-21 / 21-13,HE Ji Ting / TAN Qiang Rank 19 Elo 2087 (-24),48,https://badmintonranks.com/tournament?id=11803,1,Hendra S.. / Mohamm.. (2),2.0,2140,HE Ji Ting / TAN Qiang,19.0,2087
2022-03-19,Semi final,WS,Akane YAMAGUCHI (2) Rank 2 Elo 2513 (+22),21-11 / 21-13,CHEN Yu Fei (3) Rank 3 Elo 2446 (-22),41,https://badmintonranks.com/tournament?id=11803,1,Akane YAMAGUCHI (2),2.0,2513,CHEN Yu Fei (3),3.0,2446
2022-03-19,Semi final,MS,Lakshya SEN Rank 11 Elo 2331 (+31),21-13 / 12-21 / 21-19,LEE Zii Jia (6) Rank 7 Elo 2375 (-31),76,https://badmintonranks.com/tournament?id=11803,1,Lakshya SEN,11.0,2331,LEE Zii Jia (6),7.0,2375
2022-03-19,Semi final,XD,Yuta WAT.. / Arisa IGA.. (4) Rank 4 Elo 2310 (+38),21-14 / 21-15,Dechapol.. / Sapsiree .. (1) Rank 1 Elo 2452 (-38),45,https://badmintonranks.com/tournament?id=11803,1,Yuta WAT.. / Arisa IGA.. (4),4.0,2310,Dechapol.. / Sapsiree .. (1),1.0,2452
2022-03-19,Semi final,WD,Nami MA.. / Chiharu .. (7) Rank 7 Elo 2203 (+12),21-8 / 21-12,JEONG .. / KIM Hye J.. Rank 64 Elo 1971 (-12),51,https://badmintonranks.com/tournament?id=11803,1,Nami MA.. / Chiharu .. (7),7.0,2203,JEONG .. / KIM Hye J..,64.0,1971
2022-03-19,Semi final,MD,Muhamm.. / Bagas MA.. Rank 28 Elo 1996 (+51),22-20 / 13-21 / 21-16,Marcus G.. / Kevin SU.. (1) Rank 1 Elo 2342 (-48),58,https://badmintonranks.com/tournament?id=11803,1,Muhamm.. / Bagas MA..,28.0,1996,Marcus G.. / Kevin SU.. (1),1.0,2342
2022-03-19,Semi final,WS,AN Se Young (4) Rank 4 Elo 2458 (+31),21-19 / 21-13,TAI Tzu Ying (1) Rank 1 Elo 2515 (-32),40,https://badmintonranks.com/tournament?id=11803,1,AN Se Young (4),4.0,2458,TAI Tzu Ying (1),1.0,2515
2022-03-18,Quarter final,MS,CHOU Tien Chen (4) Rank 4 Elo 2243 (+28),21-10 / 21-15,Jonatan CHRISTIE (7) Rank 8 Elo 2259 (-28),36,https://badmintonranks.com/tournament?id=11803,1,CHOU Tien Chen (4),4.0,2243,Jonatan CHRISTIE (7),8.0,2259
2022-03-18,Quarter final,WS,Akane YAMAGUCHI (2) Rank 2 Elo 2503 (+10),21-18 / 21-7,Sayaka TAKAHASHI Rank 13 Elo 2241 (-10),34,https://badmintonranks.com/tournament?id=11803,1,Akane YAMAGUCHI (2),2.0,2503,Sayaka TAKAHASHI,13.0,2241
2022-03-18,Quarter final,XD,WANG Yi.. / HUANG .. (3) Rank 3 Elo 2255 (+12),25-23 / 21-19,Praveen .. / Melati Da.. (5) Rank 5 Elo 2044 (-13),47,https://badmintonranks.com/tournament?id=11803,1,WANG Yi.. / HUANG .. (3),3.0,2255,Praveen .. / Melati Da.. (5),5.0,2044
2022-03-18,Quarter final,XD,ZHENG .. / HUANG .. (2) Rank 2 Elo 2201 (+11),21-15 / 21-15,TAN Kian.. / LAI Pei Ji.. (7) Rank 10 Elo 1955 (-11),37,https://badmintonranks.com/tournament?id=11803,1,ZHENG .. / HUANG .. (2),2.0,2201,TAN Kian.. / LAI Pei Ji.. (7),10.0,1955
2022-03-18,Quarter final,MS,Viktor AXELSEN (1) Rank 1 Elo 2542 (+9),21-4 / 21-9,Anthony Sinisuka GIN.. (5) Rank 5 Elo 2269 (-9),34,https://badmintonranks.com/tournament?id=11803,1,Viktor AXELSEN (1),1.0,2542,Anthony Sinisuka GIN.. (5),5.0,2269
2022-03-18,Quarter final,WS,CHEN Yu Fei (3) Rank 3 Elo 2446 (+0),W.O.,HE Bing Jiao (8) Rank 9 Elo 2419 (-2),0,https://badmintonranks.com/tournament?id=11803,2,CHEN Yu Fei (3),3.0,2446,HE Bing Jiao (8),9.0,2419
2022-03-18,Quarter final,XD,Dechapol.. / Sapsiree .. (1) Rank 1 Elo 2449 (+3),21-18 / 21-11,Thom GI.. / Delphine .. (8) Rank 12 Elo 1956 (-3),37,https://badmintonranks.com/tournament?id=11803,2,Dechapol.. / Sapsiree .. (1),1.0,2449,Thom GI.. / Delphine .. (8),12.0,1956
2022-03-18,Quarter final,XD,Yuta WAT.. / Arisa IGA.. (4) Rank 4 Elo 2302 (+8),21-12 / 21-7,Yuki KAN.. / Misaki MA.. Rank 17 Elo 1987 (-8),32,https://badmintonranks.com/tournament?id=11803,2,Yuta WAT.. / Arisa IGA.. (4),4.0,2302,Yuki KAN.. / Misaki MA..,17.0,1987
2022-03-18,Quarter final,MD,HE Ji Ting / TAN Qiang Rank 19 Elo 2068 (+19),15-21 / 21-16 / 21-14,Leo Rolly.. / Daniel MA.. Rank 29 Elo 1956 (-20),51,https://badmintonranks.com/tournament?id=11803,2,HE Ji Ting / TAN Qiang,19.0,2068,Leo Rolly.. / Daniel MA..,29.0,1956
2022-03-18,Quarter final,MS,LEE Zii Jia (6) Rank 7 Elo 2341 (+34),21-7 / 13-21 / 21-11,Kento MOMOTA (2) Rank 2 Elo 2437 (-34),64,https://badmintonranks.com/tournament?id=11803,2,LEE Zii Jia (6),7.0,2341,Kento MOMOTA (2),2.0,2437
2022-03-18,Quarter final,MS,Lakshya SEN Rank 11 Elo 2331 (+0),W.O.,LU Guang Zu Rank 27 Elo 2154 (-1),0,https://badmintonranks.com/tournament?id=11803,2,Lakshya SEN,11.0,2331,LU Guang Zu,27.0,2154
2022-03-18,Quarter final,MD,Hendra S.. / Mohamm.. (2) Rank 2 Elo 2115 (+25),21-15 / 22-20,Kim AST.. / Anders S.. (7) Rank 10 Elo 2088 (-25),39,https://badmintonranks.com/tournament?id=11803,2,Hendra S.. / Mohamm.. (2),2.0,2115,Kim AST.. / Anders S.. (7),10.0,2088
2022-03-18,Quarter final,MD,Muhamm.. / Bagas MA.. Rank 28 Elo 1944 (+52),16-21 / 21-16 / 22-20,Takuro H.. / Yugo KO.. (3) Rank 4 Elo 2311 (-48),60,https://badmintonranks.com/tournament?id=11803,2,Muhamm.. / Bagas MA..,28.0,1944,Takuro H.. / Yugo KO.. (3),4.0,2311
2022-03-18,Quarter final,WD,ZHANG .. / ZHENG Yu Rank 54 Elo 1908 (+34),19-21 / 21-18 / 21-16,Jongkolp.. / Rawinda .. (8) Rank 8 Elo 1964 (-33),72,https://badmintonranks.com/tournament?id=11803,2,ZHANG .. / ZHENG Yu,54.0,1908,Jongkolp.. / Rawinda .. (8),8.0,1964
2022-03-18,Quarter final,WD,Treesa J.. / GAYATRI .. Rank 46 Elo 1856 (+55),14-21 / 22-20 / 21-15,LEE So H.. / SHIN Se.. (2) Rank 2 Elo 2191 (-47),67,https://badmintonranks.com/tournament?id=11803,2,Treesa J.. / GAYATRI ..,46.0,1856,LEE So H.. / SHIN Se.. (2),2.0,2191
2022-03-18,Quarter final,MD,Marcus G.. / Kevin SU.. (1) Rank 1 Elo 2330 (+12),24-22 / 21-17,Satwiksai.. / Chirag S.. (5) Rank 8 Elo 2114 (-12),47,https://badmintonranks.com/tournament?id=11803,2,Marcus G.. / Kevin SU.. (1),1.0,2330,Satwiksai.. / Chirag S.. (5),8.0,2114
2022-03-18,Quarter final,WS,AN Se Young (4) Rank 4 Elo 2455 (+3),21-12 / 21-9,Iris WANG Rank 35 Elo 1933 (-3),35,https://badmintonranks.com/tournament?id=11803,2,AN Se Young (4),4.0,2455,Iris WANG,35.0,1933
